index,plate,review_reason_code,customer_meaning,reviewer_comments,status
19457,SUK HIT,1,SOUTHERN KERRI HITTER,COULD HAVE SEXUAL CONNOTATION,N
14534,MY997TT,1,PORSCHE 997 TWIN TURBO,"TT, TITTIE, SEXUAL REFERENCE",Y
297,MWAVEEY,3,NICKNAME,"URBAN DICTIONARY SAYS WAVEY MEANS VERY DRUNK OR HIGH, OPPOSITE OF SOBER. 456 UP 194 DOWN",N
6955,DAB JLR,2,INITIAL,DAB DRUG REFERENCE,N
13062,6FTDEEP,2,6 FEET DEEP. REFERS TO THE DEPTH OF BURIAL.,6 FEET DEEP,N
5672,NACIMOM,2,LAKE NACIMIENTO MOM,SOUNDS LIKE NATZI MOM,N
9423,TOMCAT6,1,AFTER THE F-14 TOMCAT JET FROM THE MOVIE TOPGUN,TOMCAT,Y
8046,CONNSUR,2,NO QUICKWEB,SUR=SURRENOS GANG,N
7693,E4MAFIA,7,NO MICRO,MAFIA IS MARKED UNACCEPTABLE,N
9856,51O HP,,510 HORSEPOWER ENGINE,51O AREA CODE,N
14629,TOHSPOT,7D,CALIFORNIA - TOURIST HOT SPOT,"POT, DRUG REFERENCE",Y
6155,LOL 5OH,5,LAUGH OUT LOUD 5.0,LAUGH OUT LOUD POLICE,N
13128,O1TIME,2,YOU ONLY HAVE TO LOOK AT IT ONE TIME!,LOOK A LIKE,N
20613,REDSFAN,2,BASEBALL CINCINNATI REDS FAN,"RED, GANG REFERENCE",Y
18593,PIE ASO,,COMBINING THE TWO CREATES THE SOUND OF MY NICKNAME THAT IS PAYASO WHICH MEANS CLOWN IN SPANISH AND IS TAKEN ALREADY,PIE VAGINA,N
13361,MAACDRE,3,FAVORITE HIP-HOP ARTIST MAC DRE,MAC IS ANOTHER WORD FOR PIMP,Y
22068,SLOWHOE,3,MOTOR,"HOE, PROFANITY",N
8300,DUDE WTF,3,"DUDE, WAY TOO FAST! WHEN SOMEONE COMES UP FAST BEHIND YOU",DUDE WHAT THE FUCK,N
5203,GIRTH,1,IM THE OWNER OF PREMIERE SADDLE GIRTH MFG WE CREATE GIRTH STRAPS AND FLANK STRAPS MADE OF PREMEIUM LEATHERS FOR THE TACK INDUSTRY. PLATE IS GOING ON MY PERSONAL CAR.,COULD BE TAKEN SEXUAL,N
3320,YA DUTS,1,BE QUITE,DUTS=SLANG FOR DICK+NUTS,N
15187,LBSDLRS,D7,POUNDS DOLLARS - CURRENCIES,LONG BEACH DEALERS,N
1460,ECV DK,1,E CLAMPAS VITAS,DK LOOKS LIKE DICK,N
10412,GAY DAD,,NO QUICKWEB AVAILABLE YET,"DOESN’T SOUND NEGATIVE, OKAY? JUST SENDING FOR REVIEW PER INSTRUCTIONS",Y
12805,BKNCRZY,3,"MY TRUCK IS A FORD BRONCO, AND HORSES  BUCK...BUCKING CRAZY.",LOOKS SIMILAR TO FUCKING CRAZY,N
21075,G TACOS,"1,2",I LOVE TACOS,"G=GANGSTER, TACO=PUSSY",N
19371,KLRBEEH,2,KLR = KILLER BEEH IS MY LAST NAME. PRONOUNCED B,PULLED FOR KILLER,N
7094,HOOKER,1,LAST NAME,CUSTOMERS LAST NAME,N
21971,RED HWY,2,RED HIGHWAY,"RED, GANG REFERENCE",N
10740,EFJAY,4,PHONETIC SPELLING OF THE LETTERS F AND J. WHICH IS THE MODEL NAME OF THE INTENDED AUTO.,FUCK JAY,N
19662,BBBBRAP,2,BRAP IS THE SOUND A MOTORCYCLE MAKES WHEN YOU PULL THE THROTTLE,BRAP GUN SOUND,Y
7369,OI SKOOI,7B,old school for my 1973 toyota celica. Thanks!,"pull for sub or l/a? same customer was denied O1 SKOO1 because OL SKOOL is out and current, deny this too?",N
377,BL STL,2,BLUE STEEL,blue=gang color,Y
21984,RFFR8O5,2,RUTHLESS FOREVER FOREVER RUTHLESS 8O5,AREA CODE,N
19712,MJAYE16,7D,NAME OF DRIVER AND YEAR GRADUATED HIGH SCHOOL,"MJ CAN STAND FOR MARY JANE, REFERENCE TO MARIJUNA",N
21784,JEDICAT,1,I LIKE CATS AND STAR WARS.,CAT,Y
17213,GOMWBIH,3,"THE LICENSE PLATE MEANING IS, THE INITIALS OF ALL MY SIBLINGS GERARDO OMAR MARTEL WALTER BRANDON IVAN AND HERNAN",GET OUY MY WAY BITCH,N
18109,LOOH SA,,LOOH IS A MUSICAL ARTIST IN THE NETHERLANDS.  SA IS HIS VOICE TYPE(SOPRANO AND ALTO),LOOKS  LIKE LOSER AND BACKWARDS SPELLS ASS HOLE,N
1033,BDAZZBZ,3,BAD ASS BOSS,BADASS,N
15631,4RS88,2,"4KIDS, ROBERT/SANDRA MARRIED IN 1988","88, GANG REFERENCE",N
15526,KAT4XO,1,INITIALS AND NAVY SECOND IN COMMAND,"CAT, SEXUAL",N
9154,OSTKILR,2,MASCOT/NICKNAME/INSIDE JOKE,KILLER,N
3224,11FTW24,2,MY BIRTHDATE AND FAMILY INITIALS,FTW,N
13226,KBJ,1,NAME,"KERRY BAKER JR, IS THE JR REALLY PART OF THE INITIALS? PULLED FOR BJ=BLOW JOB",Y
5316,DGDG CON,1,DO GOOD DO DREAT COME ON NOW,GOOGLE TRANSLATE SAYS CON CAN MEAN CUM,Y
11344,X6M*EATR,1,"GOING ON A M.BENZ GLE THE COMPETITOR OF BMW X6M, ITS EATS COMPETITION",EATER CAN BE A SEXUAL TERM,N
20053,BLUPHX,2,BLUE PHOENIX TO RISE FROM THE ASHES,"BLUE, GANG REFERENCE",Y
15658,SPICYC,1,SPICY CINNAMON,"THE C COULD STAND FOR COCK, SPICEY COCK",N
4711,42O JEEP,D,"NO MEANING, RANDOM",420 MARIJUANA REFERENCE,N
21648,SHIFTY D,1,NICKNAME,"STAND ALONE D, CUSTOMER IS DARIN THOUGH",N
10954,COKE S7,D,CHINESE NICKNAME,coke,N
3439,HELLA5O,3,I LIVE IN NORTHERN CA AND ALWAYS LIVED HERE. WE USE THE TERM HELLA AS OUR OWN WAY OF SAYING A LOT. 50 MEANS THE 5.0 LITERS OFMY ENGINE,HELLA/ 50,Y
22103,HAHA 88,2,LUCKY #,"88, GANG REFERENCE",N
20062,GCUEVA,2,FIRST INITIAL AND LAST NAME,"G, GANG REFERENCE",N
4741,VAPE H2O,D,BREATHE THE PURE WATER EXHAUST FROM MY HYDROGEN FUEL CELL CAR,VAPE AS SMOKE,Y
20875,KILLED,,"EACH LETTER STANDS FOR MY KIDS AND WIFES ALSO MY DOG NAME KENDAL, ISELLA,LOGAN,LEXI,ERICK,DANE",KILLED,N
7982,13 ONE,2,NO MICRO,13-GANG,N
1218,POHUY 1,3,THE WORD MEANS I DONT CARE,URABN SAYS POHUY MEANS FUCK. ONE THING ON GOOGLE SAYS IT MEANS DONT GIVE A FUCK,N
10113,BSTD G8,7,VEHICLE MODEL AND ENGINE TYPE,BASTARD… BEASTED…,Y
18437,PEKAZZZ,1,NICK NAME,"SIMILAR TO PECKER, ANOTHER WORD FOR A PENIS",N
14331,G DANNY,2,"I HAVE A GOLDEN RETRIEVER PUP, DANNY.G STANDS FOR GOLDEN, MEANING A GOLDEN DANNY. ID LIKE TO USE THIS LICENSE PLATE TO CELEBRATE HIS 1ST BIRTHDAY.","G BY ITSELF, G = GANGSTER",N
10003,PW4LIFE,1,PAUL WHITE FOR LIFE,PW=PUSSY WHIPPED (GREG PLANT IS CUSTOMER NAME),N
6693,FBI BOB,5,IT IS A NICKNAME,FBI=LAW ENFORCEMENT,N
14348,MAMABRZ,3,MY SONS NICKNAME IS BREEZY AND HIS FRIENDS CALL ME MAMA BREEZY,"BRZ, BREEZY/BEEZY CAN MEAN BITCH",N
18479,ROBIN69,1,DRIVERS NAME AND LUCKY NUMBER,"69, SEXUAL REFERENCE",N
3586,B 18 CT,2,INTEGRA MOTOR WITH TURBO,18 HITLER REFERENCE,N
1961,FNB 14,7,FIRST LETTER OF MY PARTNERS NAME-N-FIRST LETTER OF MY NAME AND THE YEAR WE MET,14-HITLER RELATED. NO 2014 CAR,N
4127,FIGGZ 69,1,MY LAST NAME AND MONTH AND DATE OF MY ANNIVERSARY,COULDNT VERIFY 1969 VEHICLE,N
8779,LT HOE,3,LITTLE MODEL LY CHEVY TAHOE,HOE-WHORE,N
1353,HB 2 PD,5,HUNTINGTON BEACH TO PALM DESERT,PD.. POLICE DEPT… PALM DESERT,N
361,OINKER,5,OINKER - HAS BEEN MY ONLINE NAME SINCE I WAS 22 (26 YRS). HTTP://STEAMCOMMUNITY.COM/ID/OINKER/,"OINKER=PIG=POLICE, OINKERS&OINKERZ are unacceptable but ther are a couple current records with numbers before or after",N
15132,POORASF,3,POOR AND SEXY FABOULOUS,ASF STANDS FOR AS FUCK,N
12658,BAB RED,2,NOT ON QUICKWEB YET,RED- GANG COLOR,Y
9788,RAGS4O8,7,ITS MY LAST NAME AND THE AREA CODE I GREW UP IN,408 IS MILPITAS AREA CODE,N
21394,SNWBNDT,7D,SNOW BANDIT. MEANING I LOVE THE SNOW.,"SNOW CAN BE ANOTHER WORD FOR COCAINE, COCAINE BANDET",Y
5509,DH 357,2,DRKHORSE357@YAHOO.COM MY EMAIL,357 MAGNUM=A GUN,N
15119,G2SPOOK,2,FORMER US ARMY INTELLIGENCE (G2) OFFICER  AKA SPOOK,"G, GANG REFERENCE",N
12597,BERDWMN,7D,NICKNAME,"BIRDWOMAN, COULD BE DRUG REFERENCE",N
3552,GOATNUT,1,WE HAVE A GOAT HERD NAMED NUTTY FOR GOATS,GREATEST OF ALL TIME NUT,N
23406,DASHYYT,3,NICKNAME,THE SHIT,N
14550,RED7PNY,2,THE CAR IS A 67 MUSTANG AND THE COLOR IS RED,"RED, GANG REFERENCE",Y
16549,SYK69,1,SYK MEANING SICK LOOKING 69 CHEVY CAMARO,"PULLED FOR 69, (NO 1969 ON ANI)",N
15443,AMGIV69,1,ARMANDO MIGUEL GARCA IV,"69, SEXUAL REFERENCE",N
5924,STANC4D,3,"after my dogs name Stan, celebrating his 4th birthday",stank Ford (stank=whorish and trashy) but has a subaru and porsche on ani… not out with an A,N
17166,SNGERAS,2,LAST NAME,"PULLED FOR NGER, BUT LAST NAME IS SANGHERA",Y
9751,FKU PYME,3,JAPANESE PIE FUKU PIE I MAKE EVERY YEAR FOR ME AND MY FAMILY,FKU-FUCK YOU,N
16025,XAMC DAM,3,IT MEANS MAD CMAX BACKWARDS I OWN A FORD CMAX AND I ENJOY MAD MAX THE MOVIE. SO MADCMAX IN REVERSE. I THINK ITS FUNNY,PULLED FOR DAMN,N
9426,VANGYNA,1,ITS FOR A VAN AND THE OTHER FOUR LETTERS STAND FOR GREAT YEAR NEW ATTITUDE,LOOKS LIKE VAGINA,N
17415,JLKAE14,2,FAMILY NAME,"14, GANG REFERENCE",N
5445,CHUCO52,2,NICK NAME,MEXICAN SLANG,N
16581,MR$LSH8,2,MORE LOVE LESS HATE,H8 = HATE,N
11698,BEAN 9R,2,NICKNAME AND COMPANY,"BEAN, LIKE BEANER COULD BE RACIALLY OFFENSIVE",N
13974,HELLSTR,,COMPANY NAME I OWN,HELL STAR,N
9754,MADMNKY,2,MAD MONKEY,MONKEY AS 2 SLANG MEANINGS-VAGINA OR RACIAL SLUR,N
7316,I ROCK HI,2,I LIKE TO 4X4 ON HIGH ROCKS,HIGH,N
16651,JAYZ442,2,JAYZ - MY NAME 442 IS THE MODEL OF MY CAR,AREA CODE,N
639,2JS OSHT,3,FUNNY QUOTE FROM THE MOVIE FAST AND  FURIOUS,OH SHIT,N
7911,7Z7997S,7B,favorite number letters,if the s was a 5 this would be a commercial plate… is it ok? He already has 2Z77Z67 which is kind of the same thing. 7Z79975 is currently registered,N
8696,LA BULLY,2,IM AN ENGLISH BULLDOG OWNER (PRESLEY). I LIVE IN LA COUNTY.,BULLY,N
15813,F POTTER,3,FAMILY POTTER,STAND ALONE F,N
11325,/PUCKR/,D,HARD JEEP OBSTACLE,SLANG TERM FOR ANUS,Y
69,OPNWIDE,1,REFERS TO MY PROFESSIONAL LINE OF WORK AS A DENTIST,"SEXUAL? OPEN LEGS, OPEN MOUTH?",N
22620,MMWWNWM,6,INITIALS,ALL THE DIGITS LOOK ALIKE,N
20180,GUTP1LE,2,A HUNTING TERM WHEN YOU KILL A DEER AND GUT IT,GUT PILE,N
19237,ROCKCAT,1,LOVE CATS AND ROCK,"CAT, CAN BE SEXUAL",Y
8244,H8T 4O5,2,NOT A FAN OF MY COMMUTE TO WORK,HATE. THE 405 IS A FREEWAY…,N
10437,PNISHIR,2,PUNISHER,PUNISHER,N
19849,KING8O5,2,MY SONS MIDDLE NAME IS KING AND 8/05 IS HIS BIRTHDAY,805 = CA AREA CODE,N
1912,SXENURS,,I AM A YOUNG NEW SEXY NURSE,SEXY NURSE,Y
3184,WOLFY 14,2,CAR NICKNAME IS WOLFGANG AND MODEL EYAR IS 2014,14-HITLER,N
16914,FUBAR 75,2,MESSED UP 1975 TRUCK,FUCKED UP BEYOND ALL RECOGNITION,N
14076,DUCTYOU,3,HAS TO DO WITH HEATING AND AIR CONDITIONING,FUCKED YOU,N
14157,BYEMFKR,3,BYE MY FAVORITE KART RACER,BYE MOTHER FUCKER,N
23081,21SAVGE,2,FAVORITE RECORDING ARTIST,HOSTILE. IT IS THE NAME OF A RAPPER,N
6569,C FOXY 69,1,PLAY ON OWNERS NAME (FOX) AND YEAR CAMARO WAS MADE 1969,69 SEXUAL REFERENCE,N
22012,IH8W8NG,2,I HATE WAITING,"HATE, SOME MAY FIND HOSTILE",N
12825,ELCOCA,7d,COCA-COLA EMPLOYEE NICKNAME,COCA IS ANOTHER WORD FOR COCAINE,N
3002,H8 BOGIE,2,GOLFING,HATE,N
5504,BS SJLJ,3,INITIALS,bs=bullshit. Customer is H Sergio Poloma,N
13307,B1113,2,FIRST LETTER OF MY LAST NAME AND MY DAY  AND MONTH OF BIRTHDAY,"13, GANG REFERENCE",N
637,1969 MNI,1,1969 MINI COOPER,"HAS A 2013 MINI COOPER, NO 69 CAR",N
10976,M4 FU,3,M4 CAR BRAND FU LAST NAME,"FU=FUCK YOU. IT IS HIS WHOLE LAST NAME. M4 IS A BMW, HE HAS ONE",N
13251,SOB 2888,3,SOBRIETY DATE,SOB=SON OF A BITCH,N
8061,ALMS715,2,NAMES AND DATE WE GOT MERRIED,715 AREA CODE,N
9626,SND TACO,7,THE COLOR OF MY TRUCK IS QUICKSAND AND THE MODEL IS TACOMA. SO SAND TACO,SAND TACOMA. TACO-VAGINA,N
8328,WESTG55,2,NAME AND CAR MODEL,G AS IN GANGSTER,Y
8725,T41OGAT,7,MY DAUGHTERS BDATE AND HER INITIALS,GAT-GUN,N
21739,ABA3388,2,FAVORITE NUMBERS AND LETTERS,88 = HATE NUMBER,N
11841,HEMI 831,2,HEMI V8 AND MY LOCAL AREA CODE,831=AREA CODE,N
1230,HI PSI,1,HIGH PRESSURE,PSI-PUSSY?,N
10533,YASSPLZ,3,YES PLEASE,DOES ASS STAND OUT,N
20959,BUDDY14,2,NICKNAME,"14=HATE SYMBOL, NO 2014 CAR ON ANI",N
8056,ADVADCT,3,SHORT FOR ADV ADDICTS NAME OF APPAREL COMPANY I OWN,ADDICT,N
14279,UMADBOY,2,DOGS NAME,"U, HOSTILE",N
1345,1MODEL3,2,ONE MODEL 3 CAR,13 GANG REFERENCE,N
22718,GDOFSPD,7D,MEANING I AM THE GOD OF SPEED,SPEED COULD BE A DRUG REFERENCE,N
18395,BLUENGT,2,THE COLOR MY CAR REPRESENTS,"BLUE, GANG REFERENCE",Y
17156,NEGRA YQ,2,COLOR OF TRUCK,"NEGRA=BLACK, SIMILAR PLATES, SOME ARE OUT AND SOME ARE UNACCEPTABLE",N
19394,TNT O1,2,TONY AND TRACY ONE,TNT = EXPLOSIVE,N
20435,SSSSSHO,3,CAR IS A FORD TAURUS SHO (SUPER HIGH OUTPUT,"HOE, PROFANITY",N
18068,FSHNADK,1,FISHING ADDICT,"SIMILAR TO FISHING A DICK, SEXUAL REFERENCE",N
18901,NOOAH 13,2,NPHEWS NAME AND YR OF BIRTH,13 = GANG NUMBER,N
9577,NITRO 88,2,NO QUICKWEB,"88=HATE SYMBOL, NO 88 CAR",N
14810,O9WOODY,1,CAR IS 2009 FORD FLEX WITH A FAKE WOODY  PAINT JOB,WOODY IS ANOTHER WORD FOR PENIS,N
13781,AKM47,,BRAND,AK 47,N
1605,GSNOWDN,2,MY NAME IS GREG SNOWDEN,"G=GANGSTER, AND HIS NAME IS GREG SNOWDEN",Y
22971,SPCY TNA,1,SPICY TUNA,TNA = TITS AND ASS?,N
18452,WYTHSE,2,"WHITE HOUSE; AS WE REFER TO OUR HOME. THIS IS FOR OUR RV, THE WHITE HOUSE ON WHEELS.",HSE COULD STAND FOR HOES,Y
12528,ABSTRD,2,"ALAN BSTARD, THE RIGHT HONORABLE MEMBER OF PARLIAMENT FOR HALTEMPRICE CONSTITUENCY IN ENGLAND IN THE MID 1980S, HE HELD THE LARGEST MAJORITY IN THE HOUSE",BASTARD,N
17321,LITROLA,7D,LIT COROLLA,LIT CAN MEAN AWESOME BUT IT CAN ALWAYS BE A REFERENCE TO BEING HIGH,N
16664,OX13PN,2,POSTCODE OF OXFORD COLLEGE (UK) I  GRADUATED FROM,"13, GANG REFERENCE",N
14236,EMTANK,2,EM= EARLY MORNING TANK= COLOR AND NAME OF JEEP,TANK. WEAPON REFERENCE,Y
5353,JPSTR 4$,2,NOT AVAILABLE ON QUICKWEB YET,"JEEP OR JAP, HAS 1984 AMER ON ANI, A JEEP?",Y
11221,DOPE MNY,,AWSOME MONEY,DOPE MONEY,N
1745,BADKTY6,,BAD KITTY,KITTY,N
8118,IH8S 2PD,7,I LOVE ALIENS,PD-POLICE DEPARTMENT,N
3628,FTL SPD,2,FASTER THAN LIGHT SPEED,FATAL SPEED,N
9602,BREST,1,MY NATIVE CITY IN BELARUS,SOUNDS LIKE BREAST. IT IS A CITY IN BELARUS,N
15630,24T2T14,2,MY WEDDING ANNIVERSARY,"14, GANG REFERENCE",N
14315,BIGMO18,2,CHILDHOOD NICK NAME AND FAVORITE NUMBER,18 = GANG NUMBER,N
13958,LBIGETU,,LUCILLE BALL I GET U,BIG EAT YOU,N
6531,1973 ESE,7,THE CAR YEAR,ESE- GANG NICKNAME,N
15487,FAKK679,3,ABBRIVAION AND RANDOM NUMBERS,FAKK SOUNDS SIMILAR TO FUCK,N
15511,IAMO515,3,I AM CRAZY. ...BACKWARDS. ..,I AM CRAZY HOSTILE,Y
17521,GLAT,2,G= GREG LAT=LATHAN,"G, GANG REFERENCE",Y
2185,XCANUCK,,EX CANADIAN,DERGOGATORY TERM FOR A CANADIAN,N
2972,88NG888,2,LUCKY NUMBER AND INITIALS OF FAMILY MEMBERS,88-HITLER,N
21856,DIS PRN,1,DISNEY PRINCESS,PRN=PORN OR PRINCESS?,N
5349,GRUNGA,2,NOT AVAILABLE ON QUICKWEB YET,"LIKE GRINGO? DEROGATORY SPANISH FOR A FOREIGNER, ESPECIALLY A WHITE PERSON. CANT OPEN THE INTERNET PAGE WITH A DEFINITION…",N
7880,YAYAREA,3,local support,yay=cocaine,N
21368,NAW BISH,3,"NATURALLY ASPIRATED W SERIES MOTOR, B SERIES TRANSMISSION I-VTEC SH MODEL PRELUDE",BISH IS ANOTHER WORD FOR BITCH,N
17903,BLDMNKY,2,BUILD MONKEY - HE IS A BUILDER,"BLOOD, GANG",N
14163,ECOFTW,3,ECONOMY FOR THE WIN.,FTW COULD STAND FOR FOR THE WIN BUT COULD ALSO STAND FOR FUCK THE WORLD,N
9212,TAHOE TT,1,PLANNING TO BUY AN AUDI TT AND WE LIVE ON NORTH SHORE OF LAKE TAHOE,TT TITTY BREAST,N
4058,CAMP530,2,CAMPING TRAILER = CAMP 530 IS MY AREA CODE,530 AREA CODE,N
4497,R8ED R,2,"THIS IS FOR A VOLKSWAGEN GOLF R, HUMOROUS PLAY ON MOVIE RATING - RATED R",RATED R,Y
7915,DBBSTRD,3,HOMAGE TO A SO CAL BREWER,BASTARD,N
14289,31OA619,2,AREA CODES OF WHERE I LIVE AND MY FIRST  INITIAL OF MY FIRST NAME,AREA CODE,N
6256,J41RED,7,"INTIAL, IMPORATANT DATE, FAVORITE COLOR",RED-GANG COLOR,Y
17769,G8HUNTR,2,GREAT HUNTER,GATE HUNTR,N
1863,NEET13,2,NICKNAME,13-GANG,N
8261,CTS  14,2,NO QUICKWEB,14 is a hate symbol,N
16906,BRAAP88,2,COMPANY NAME - BRAAP - ITS THE SOUND A MOTORCYCLE MAKES WHEN ITS ON THE THROTTLE. 1988 YEAR OF THE VEHICLE,88 = HATE NUMBER,N
6227,RDTANG,2,road mustang,red?,N
13814,FTB,,FOR THE BOYS. THIS ESSENTIALLY MEANS THAT ME AND MY FRIENDS LOOK FORWARD TO THE WEEKEND AS WORKING 9-5 GETS OLD.,FUCK THAT BITCH,N
16257,2SXY4RK,1,TOO SEXY FOR ROCK,SEXUAL REFERENCE,Y
2765,OFFRD14,2,OFF ROAD 14 ITS A 2014 JEEP,14 GANG REFERENCE,N
17312,HIYAYAA,7D,MY GRANDSON CALLS ME YAYA,"HI, DRUG REFERENCE",Y
20024,314O6,6,140.6 IS AN IRONMAN DISTANCE RACE,ALL DIGITS,Y
9817,LDENRED,7,LADY IN RED,RED-GANG COLOR,N
4320,DMNDNYL,3,DAMN DANIEL,"DAMN, CUSTOMER NAME IS DANIEL",N
2068,CALIRED,2,"I LIVE IN CALIFORNIA, AND I DRIVE A RED MUSTANG","RED=GANG COLOR, HAS A 2005 FORD CP",Y
18814,PUFRX,7D,CLOTHING LINE,"RX CAN STAND FOR DRUGS, PUFF DRUGS DRUG REFERENCE",N
4188,WTDA PHK,3,WHAT DAY IS POLY HIGH KICK OFF,WHAT THE FUCK,N
22159,SUPA CAT,1,SUPER CAT,"CAT, SEXUAL REFERENCE",Y
7727,DIE ZEL,2,MY CAR HAS A DIESEL ENGINE,DIE,N
11675,FNBATTY,3,FUN BATTY MY LAST NAME,FUCKIN BATTY,N
4143,2N PINK,1,MY WIFES FAVORITE NUMBER AND COLOR,2 IN THE PINK,N
9639,JLF 69,1,NO MICRO,NO 1969 VERIFIED,N
14990,DOO YOU,,BE YOURSELF,AS IN DO YOU DO WHAT YOU GOTTA DO OR COULD BE DO YOU AS IN I WIL HAVE SEX WITH YOU,N
13032,HBM1OO3,2,MY & MY HUSBANDS OLD PAGER CODES / GAMING CODES,13 = GANG NUMBER,Y
4119,B EATNU1,2,JEEPERS CREEPERS MOVIE,BE EATING YOU,N
3306,HTEGAS,2,HATE GAS,HATE (this has a star in the middle of hate and gas but auto corrects hate to THE whenever I put it in!),Y
23204,8 SUN 8,2,SUNNY CALIFORNI,"88, GANG REFERENCE",N
18868,BUTNGUT,2,MY FITNESS COMPANY BUTT N GUT. LEGAL LICENSED NAME.,PULLED FOR BUTT,N
3569,2 DUSHI,2,DUSHI MEANS SWEET IN PAPIMENTO (ARUBA) WHIS IS OUR NAME,TOO DOUCHIE,N
23252,FKDAIRS,3,FRANK DAIRS,FK LOOKS LIKE FUCK,N
8735,EAT OUT,1,GOING TO EAT AT RESTAURANTS,ORAL SEX,N
10158,BLOWN 14,7,SHORT FOR SUPERCHARGED 2014 SILVERADO,14-HITLER. HAS A 2014 CHEVY,Y
21481,HISS OFF,3,THE CAR IS A DODGE VIPER.  A VIPER IS A SNAKE THAT HISSES,"SIMILAR TO PISS OFF WHICH IS THE SAME THING AS FUCK OFF, A PROFANE SAYING",N
15811,D 646O,2,HUSBAND AND WIFE BIRTH YEARS,STAND ALONE D,N
4472,BD#SN88,2,NOT ON QUICKWEB YET,"B.D. HANSEN, PULLED FOR 88=HATE SYMBOL. NO 88 CAR ON ANI",N
5403,DRG ROD,D,1/4 MILE DRAG RACE CAR,DRG LOOKS LIKE DRUG,N
16356,MOB IT,,RIDING IN A GROUP,MOB AS IN GANG OR MOB IT MEANS TO DRIVE,N
7361,HRD AIR,2,name of my company,"hard air, refers to air GUN, also name of a magazine",Y
20216,$55 88,2,I LOVE NUMBER 5&8,88 = HATE NUMBER,N
8259,CAKED LA,3,NO QUICKWEB,urban dictionary says caked=high,N
9524,2 MNKYS,7,I CALL MY 2 KIDS MONKEYS,MONKEYS CAN BE SLANG FOR 2 THINGS. 1-RACIAL SLUR AGAINST AFRICAN AMERICANS. 2- SLANG FOR VAGINA,N
8060,AKNZR88,2,MY LAST NAME AND LUCKY NUMBERS,88 HITLER REFERENCE,N
11277,69 CRGR,1,1969 DODGE CHARGER,69 COULD HAVE SEXUAL CONNTOTATION,Y
15805,B KAIZEN,3,KAIEZ N IS THE JAPANESE WORD FOR CONTINUAL REFINEMNET AND IMPROVEMENT,STAND ALONE B,N
9533,WADAFAQ,3,WHAT THE HECK,WHAT THE FUCK,N
1476,TANQUE,2,TANK IN SPANISH WHICH IS THE COLOR OF THE JEEP,TANK AS IN ARMY,N
15432,BKBLUE,2,BACK BLUE,BK = BLOOD KILLER,N
432,SHHOOTS,7,BYE IN PIGEON/HAWAIIAN,SHOOT? SHOOT: IS CURRENT,N
8068,GO BLEU,2,I LIKE THE COLOR BLUE,GO BLUE,N
16539,PSYCO78,2,ITS MY NICKNAME AND COMES FROM AN OLD SONG,HOSTILE,N
19454,RAGNARK,5,SHORTER VERSION OF RAGNAROK. RAGNAROK IS THE VIKING END OF THE WORLD SIMILAR TO CHRISTIAN END OF TIMES.,PULLED FOR NARK (NARC),Y
15270,OFCRAOJ,5,OFFICER ALFRED ONATE JR.,OFFICER,N
2240,CALI 415,2,ITS JUST A REPRESENTATION OF CALIFORNIA AND WHERE IM FROM,CA AREA CODE,N
5342,TC FSPOT,1,NOT AVAILABLE ON QUICKWEB YET,"F-SPOT IS AN IMAGE ORGANIZER, A TAKE ON F-STOP. TC IS HIS INITIALS, F SPOT COULD MEAN FUCK SPOT (PLACE)",Y
8274,BLINKMF,3,PAY ATTENTION TO THE ROAD,BLINK MOTHER FUCKER,N
18565,LOVNACI,,LOVE NACIMENTO LAKE LOCAL CALIF LAKE,LOVE NATZI,N
19929,GUNMA,2,FAVORITE PLACE TO VISIT IN JAPAN.,"GUN, WEAPON REFERENCE",N
15508,HTNTXNS,2,HOUSTON TEXANS,HATIN TEXANS HOSTILE,N
16742,FNLARRY,3,FUN LARRY,FN COULD STAND FOR FUCKING,N
23132,FDAPOPO,3,FAMILY PETS NAME,"FUCK THE POLICE, LAW ENFORCEMENT REFERENCE",N
4283,NOMO FKS,3,TO BE FUNNY,NO MORE FUCKS,N
9992,O FSGIVN,3,OH FOR SURE GIVINGS,NO FUCKS ARE GIVEN,N
2247,HARD AHN,1,WORK OUT AND AHN IS MY LAST NAME,HARD ON,N
5215,BEEZZIE,3,NICKNAME,BITCH,N
11343,TRQ*STR/,2,TORQUE STEER,"TRACK STAR, GANG RELATED AND SLANG FOR PROMISICIOUS WOMAN",N
22713,FEEL BLU,2,FEEL BLUE,"BLUE, GANG REFERENCE",Y
8774,42 DIME,7,NO MICRO,DIME CAN BE SLANG FOR MARIJUANA. BUT THIS CAME FROM HITCHIKERS GUIDE TO THE GALAXY. MEANS ULTIMATE ANSWER TO LIFE,N
7627,NO DNB,3,NO DO NOTHING BROAD,DNB IS A DO NOTHING BITCH,N
6680,MERLY 69,1,NO MICRO,NO 69 VERIFIED,N
5040,OG24 FB6,2,"24 IS FOR BASKETBALL PLAYER JERSEY NUMBER, AND FB6 IS THE NAME OF A CAR.",OG=ORIGINAL GANGSTER… IT IS CUSTOMERS INITIALS,N
19825,BOSS SXL,2,NICKNAME,PULLED FOR BOSS,N
14992,EZ H 69,,INITIAL AND BIRTH YEAR,69 SEXUAL REFERENCE,N
