index,plate,review_reason_code,customer_meaning,reviewer_comments,status
18167,FUCCGRL,,FOR MY DAD,FUCK GIRL,N
9553,USQUIRT,1,POKEMON CHARACTER,SQUIRT CAN BE SEXUAL,N
2089,LIT ASF,"3, D",LOST IN TRANSITION AND SO FORTH,LIT AS FUCK,N
12083,SAWCY,7D,SAUCEY,"SAUCEY CAN MEAN DRUNK, COULD BE OFFENSIVE",Y
8801,4FNSIZE,3,NICKNAME,FN-FUN OR FUCKEN,N
5630,BORN N14,2,BORN IN 2014,14. BORN IN 14.,Y
7271,IVAN G,2,MY NAME,GAS IN GANGSTER,N
21840,GALA88,2,GALA 88,"88=HATE SYMBOL, NO 88 CAR ON ANI",N
18135,S3MWFYB,,SHAWN ET MARIE WILL FOREVER YEARN BEYOND,MY WAY FUCK YOUR BITCH,N
6994,FEAR13,7,MILITARY NICKNAME AND LUCKY NUMBER,13-GANG,N
17664,MMEOW,1,MEOW,SEXUAL REFERENCE,Y
8898,TVTOY14,2,NO MICRO AVAILABLE,"13 GANG REFERENCE, CUSTOMER ALSO ORDERED OTHER PLATES WITHIN THE SEQUENCE TEMECULA VALKLEY TOYOTA 13,15,16",Y
3651,PHUQYUU,3,ANCIENT THAI PROVERB FOR HEATH AND VITALITY,FUCK YOU,N
3209,BIG WJ69,1,NO MICRO,BIG (CUSTOMERS INITIALS) 69. COULDNT VERIFY 69 VEHICLE,N
13527,TRLR KAT,1,TRAILER CAT,KAT COULD HAVE SEXUAL CONNOTATION,Y
7884,BANGUM,1,NO QUICKWEB,BANG=SEX,N
247,CHIHOE,1,THIS IS MY LEGAL FIRST NAME,"PULLED FOR HOE, THIS IS HIS REAL FIRST NAME",N
12967,9246O,6,"MY WIFE AND I WERE MARRIED ON SEPTEMBER  24, 1960",ALL DIGITS,N
5987,ERYKITA,1,LATIN WORD,KITTY-VAGINA? COULDNT FIND HIS LATIN WORD BUT GOOGLE IMAGE SHOWS SCANTLY CLAD WOMEN.,N
17305,FUCF,3,FIGHT UNTIL CURE FOUND.,FU STANDS FOR FUCK YOU,N
19667,GAMY$13,2,GRANDMA LOVES 13,13 GANG REFERENCE,N
13230,LA PICA,3,nickname,pica means cunt in Czech,N
18713,DMNWTHN,2,THE MAN WITHIN,DEMON WITHIN,Y
8451,BEACHO,1,personal nick name,BICHO means penis in puerto rican slang,N
15069,REDSPD,,MY CAR IS A RED MAZDASPEED 3,RED,Y
1826,WTFBRAH,3,WHAT THE FREAK? HEAVILY MODIFIED LIFTED TRUCK. SEEMS LIKE A GOOD LAUGH.,WTF,N
11474,MUFTA,1,MUFTA MEANS NO POINT,SEXUAL AND MEAN REFERENCE,Y
10967,HUNEEZ B,3,HONEYS B,B=BITCH,N
6953,CUTCO88,2,I STARTED SELLING CUTCO IN 1988,HITLER REFERENCE,N
19780,MYM13CA,2,FIRST NAME LETTERS BIRTHDAY NUMBER AND FIRST LETTERS OF LAST NAME,13 GANG REFERENCE,N
13262,88K95K6,2,PERSONAL NUMBER,"88=HATE SYMBOL, NO 1988 CAR",N
10640,CHAMP14,7,KEVIN HARVICK NASCAR CHAMP 2014,14-HITLER,N
13452,WFTDAD,3,WIRE FOX TERRIER DAD,WFT LOOKS TOO SIMILAR TO WTF WHICH STANDS FOR WHAT THE FUCK,N
6551,916IPMC,7,IRON PIG LAW ENFORCEMENT MOTORCYCLE CLUB,SACRAMENTO AREA CODE,N
5195,KOCHINA,2,NO MICRO,"COCHINA-DIRTY, LOUSY, SOW",N
16478,DBOMBSS,2,GOOD LOOKING 96 IMPALA SS,PULLED FOR BOMB,N
250,CPSLO 13,2,"CAL POLY SAN LUIS OBISPO, GRADUATION 2013","13 CAN BE A GANG NUMBER, NO 2013 CAR",Y
3742,KRAZEK9,2,DOG CRAZY,CRAZY DOG,Y
22341,XCOP TOY,5,IM RETIRED POLICE. CAR IS RETIRED POLICE CAR.,COP,N
19582,LVT DRTY,1,WE LOVE USING OUR SUV FOR OFFROADING/CAMPING. ITS OFTEN DIRTY FROM THE DIRT ROADS.,"SEXUAL? NO JEEP, DOES HAVE AN SUV AND A PLATE ALREADY THAT SAYS BEAVER7…",Y
3393,MESA909,2,LAST NAME AND AREA CODE,909 AREA CODE,N
16473,CHF BUNZ,1,NAVY CHIEF AND NICKNAME,PULLED FOR BUNZ,N
758,FJ$TACO,1,TOYOTA FJ CRUISER AND TOYOTA TACOMA,TACO CAN BE SANG FOR VAGINA. THEY DO OWN 3 TOYOTA,N
16721,YOULIVE,2,YOU LIVE,"YOU, HOSTILE",Y
18279,13 MALHI,2,MALHI STANDS FOR MY LAST NAME AND THE NUMBER 13 IN MY LANGUAGE IS REPRESENTING MY LAST NAME,13 = GANG NUMBER,N
13875,SCLBUZZ,,BLACK YELLOW FAMILY JEEP(BUMBLE BEE),BUZZ HIGH,N
15000,IDGAF XO,,FAMILY NAME,I DON’T GIVE A FUCK KISSES HUGS,N
3604,NOBDYMV,2,NO BODY MOVE,NOBODY MOVE TERM USED DURING A STICK UP OR CRISIS,N
14731,5STAR HH,2,THE NAME OF MY BUSINESS. 5 STAR HOME HEALTH,HH=HEIL HITLER,N
942,FN KWIK,3,FUN AND QUICK,FUCKIN QUICK,N
2342,MOS DOPE,D,ANOTHER WAY TO SAY COOL OR NICE.,"DOPE, MEANS GOOD OR IS A DRUG",N
16107,APPLPIE,,APPLE PIE,APPLE PIE,Y
12170,DAM DXTR,3,DAM DEXTER I NAMED MY CAR DEXTER,DAMN DEXTER,N
17697,LVE HYB,2,love for hyrbrid cars,LOVE HIT YOUR BITCH,N
9611,REDFURY,2,IT IS A FEELING THAT DOESN’T LAST LONGER,"RED, GANG COLOR",N
15379,MMEOWWW,1,CAT LOVER,COULD HAVE SEXUAL CONNOTATION,Y
12350,BLANGER,,"HIGHSCHOOL NICKNAME, COMBINES MY FIRST  AND LAST NAME",CAN BE USED AS A DEROGATORY TERM FOR A POLICE OFFICER,N
22650,16 NEGRA,2,COLOR AND YEAR,"NEGRA, CLOSE TO NEGRO, COULD BE CONSIDERED RACIST OR OFFENSIVE",N
12939,1BG1,1,OUR LAST NAME BIGGI IS PRONOUNCED BG.  NUMBER ONES ON BOTH SIDES OF THE NAME.,"COULD BE ONE BIG ONE, REFERENCING A MANS PENIS",N
21798,POS FRD,3,POSITIVE FRIENDS,PIECE OF SHIT,N
22154,BLU 1DER,2,BLUE WONDER-THE VEHICLE COLOR IS BLUE,"BLUE, GANG REFERENCE",Y
22235,RAPTOR N,1,RAPTORING FOR A FORD RAPTOR TRUCK,PULLING FOR N,Y
13893,THE BAUM,,THEO BAUM FIRST AND LAST NAME,THE BOMB,N
18542,GTKILLA,,GOOD TQUILA,KILLA,N
16820,ADBEGNZ,2,FAMILY NAME,"GUNS, NOT LAST NAME",N
882,WELUVPS,1,WE LOVE PALM SPRINGS,LOOKS LIKE WE LOVE PUSSY,N
18956,COPMNOT,5,GOING ON A CROWN VICTORIA POLICE INTERCEPTOR. LETTING EVERYONE IM NOT A COP.,COP,N
4405,ELITE 18,2,ELITE 18,18-HITLER,N
35,67 PINK,1,NO MICRO AVAILABLE,PINK,N
14584,37RED,2,MODEL OF VEHICLE,"RED, GANG REFERENCE",Y
13051,SEXY B7,2,"THIS JUST MEANS THAT THE CAR LOOKS GOOD, BECAUSE AS A CAR ENTHUSIAST I TRY MY BEST TO KEEP IT CLEAN AND NICE WITH EVERY MODIFICATION I MAKE. I WAS ALREADY DENIED ONCE",PULLED FOR SEXY,Y
488,KLYNSFX,3,KAYLYNS FOX,LOOKS LIKE KILLING OR COULD BE CLEAN AS FUCK,N
22433,AKBREW2,2,ALASKAN BREWING,"AK AS IN GUN - AK BREW out since 2009, no complaints",Y
10534,1 RDSKN,2,NUMBER 1 WASHINGTON REDSINS FAN. MY FAVORITE NFL TEAM,REDSKIN-RACIAL,N
8289,31ODOGS,7,"I HAVE A DOG TRAINING BUSINESS IN SANTA MONICA AND BEVERLY HILLS, THE 310 IS THE AREA CODE",310 DOGS? SO CAL AREA CODE,N
5131,RYITBLU,2,RED WHITE BLUE,BLU,Y
10563,HAILLLM,2,MY NAME AND LAST INITIAL,SOUNDS LIKE HELL,N
9839,CLN TDI,,CLEAN TDI (DIESEL),LOOKS LIKE CLEAN TITTY TDI IS A CAR,Y
4032,FN RAMS,3,FAN RAMS,FUCKING RAMS,N
13843,MRDRMER,,MY FATHERS CHILDHOOD NICKNAME,MURDER,N
628,X32 TUB,1,GOOD LUCK,BUTT SEX,N
4154,PHAUXTO,3,NO MICRO,FUCKS TOO,N
21977,51OAK,2,AREA CODE/ CITY,AREA CODE,N
3762,TAKO TRK,1,NO MEANING ON QUICKWEB YET,TACO=FEMALE ANATOMY…,N
1319,GRGULT18,2,no micro,18 HITLER REFERENCE,N
17906,CRWD KLA,2,COMPANY INITIALS PLUS LOCATION OF COMPANY LOS ANGELES,CROWD KILLER,N
19078,OGSLICE,,ORANGE SLICE,OG ORIGINAL GANGSTER,N
10484,HTBTCH,3,ATTRACTIVE LADY,hot bitch,N
18991,CHINO 13,2,CITY I LIVE IN,"13=GANG NUMBER, NO 2013 CAR ON ANI",N
17972,KATS13,2,nickname bday,GANG NO 2013 CAR ON ANI,N
13486,BLINKAF,3,BLINK ALWAYS & FOREVER,BLINK AS FUCK,N
20120,NEGRADF,3,SPANISH MEANING FOR ; NEGRA=BLACK D=OFF,"DF=DA FUCK OR DUMB FUCK. OR COULD BE ABBREVIATION FOR MEXICO CITY (FEDERAL DISTRICT, THE CAPITAL) NEGRA=BLACK",N
6362,MRSUCIO,1,MR SUCIO MEANS MR DIRT NICKNAME BECAUSE IM ALWAYS DRIVING IN THE DIRTS ROADS,SEXUAL REFERENCE,N
10015,STUS WLY,1,NAME AND JEEP MODEL,"STUS WILLY, WILLIE=PENIS… NO JEEP ON ANI",N
1811,WALK BCH,,WALK ON THE BEACH,WALK BITCH,N
20607,PHOK1T,3,FAVORITE SOUP PLUS INITIAL/DAUGHTER AGE,SIMILAR TO FUCK IT,N
2811,ILOVECM,1,I LOVE CESAR MEZA MY HUSBAND,LOOKS LIKE I LOVE CUM,N
19405,2LVNDIE,2,JUST A PHRASE FROM A MOVIE,PULLED FOR DIE,Y
16669,P13DETS,2,DETACHMENT NUMBER,"13, GANG REFERENCE",N
441,BOMYUSA,7,NONE,BOMB?,N
23423,NORTH 13,2,LIVE IN NORTH AND BIRTHDAY,"13=GANG NUMBER, NO 2013 ON ANI",N
4367,UCNGTIT,1,NOT ON QUICKWEB YET,"YOU CAN GET IT, SEXUAL CONNOTATION",N
6579,YRAPUNK,2,YOU ARE A PUNK. THIS IS AN ENDEARING TERM IN OUR FAMILY,YOURE A PUNK,N
21907,SREDRUM,2,FROM THE MOVIE THE SHINING. LITTLE BOY WRITES THIS ON WALL.,IT SAYS MURDERS BACKWARDS,N
2030,FK OIL,3,MY CAR DOES NOT CONTRIBUTE TO THE SCUM OF OIL,FUCK OIL,N
4075,GILZ442,2,GILZ IS MY NAME AND 442 IS THE MODEL OF THE CAR,442 AREA CODE,Y
8088,BLEU NV,7,BLUE ENVY,BLUE-GANG,N
15592,SMKGTIR,7D,SMOKING TIRE,"SMOKING, DRUG REFERENCE",Y
17141,HGOKAT1,1,MY NAME AND WIFES NAME,"pulled for cat=pussy, I checked ani and his wife is Katherine (no cat car)",Y
18883,IROC 88,2,MODEL OF CAR IRON YEAR OF CAR 88,88 = HATE NUMBER (NO 1988 ON ANI),N
21534,GNZNAMO,2,GUNS AND AMMO,GUNS AND AMMO,N
9731,PSY2CME,1,ADVERTISEMENT FOR PSYCHOLOGICAL WORK,LOOS LIKE PSY PUSSY,N
16448,BCHLILY,3,BEACH - LILY (NAME),BCH = BITCH,N
11278,8 Q 5,2,805 AREA CODE,805=AREA CODE,N
14626,HIEYO,7D,"SCOOTER IS SILVER, SO LIKE THE LONE RANGER  SAID: HIE YO SILVER AWAY","HI, DRUG REFERENCE.",N
3068,GT4NA88,2,NO MEANING,88 HITLER REFERENCE,N
16193,BJAVNTR,1,BERT AND JEN ADVENTURE. ROAD TRIP VEHICLE,"BJ, SEXUAL REFERENCE",N
16882,5MFKIDS,3,MY WIFE AND I HAVE 5 KIDS. IT MEANS MISSY AND FREDDYS WITH 5 KIDS,FIVE MOTHERFUCKING KIDS!,N
6752,BLLNDRT,1,BALL IN DIRT-BASEBALL REFERENCE,BALLIN OR BALLS IN THE DIRT,N
16030,YYL YYY,6,ITS MY NAME~,CONFIGURATION,N
9318,GFATHER,7,GOOD DAD,GODFATHER? GFATER?,N
12688,SHHKAKA,3,SHIKAKA,KAKA=SHIT,N
9113,MURDRAF,3,NO MICRO,MURDER AS FUCK,N
2230,14 FCG,2,NO MICRO,14-HITLER,N
21968,MLE BLU,2,MY NAME (EMILY BLUSHTEIN),"BLUE, GANG REFERENCE",Y
265,FUQYOU1,3,SENTIMENTAL REASONS,FUCK YOU,N
1310,I WAX M,1,WASH AND WAX CARS FOR A LIVING. MEANS I WAX CARS.,"I WAXEM, WAX COULD BE TO WAX PRIVATES OR TO HAVE SEX",N
2694,CULI SIN,1,CULI-CULIACAN. SIN-SINALOA,"CULI, PLURAL CULO, ASS",N
1600,F  1987,3,YEAR OF BIRTH,FUCK 1987 (CUSTOMER IS FELIPE),N
10626,2LONG4U,1,NO MICRO,SEXUAL?,N
21408,UBER RED,2,I DRIVE FOR UBER BUT DO NOT QUALIFY FOR UBER BLACK SINCE MY CAR IS RED. SO I AM UBER RED,"RED, GANG REFERENCE",Y
11411,KCKRCKS,D,KICK ROCKS,KICK ROCKS WHICH IS OFFENSIVE,Y
4630,GYSOT 69,2,GET YOU SOME OF THAT 69 EL CAMINO,FAGGOT IN ARMENIAN,N
7323,NG G ON,2,DRIVERS NAME,G AS IN GANGSTER,N
5050,TUG,1,THANK YOU GOG,"TUG=MASTERBATE, WANK",N
7047,BABEBLU,2,WE LOVE OUR NEW BLUE VEHICLE!,BLUE,Y
20272,WT WLY,1,CUSTOM PLATE FOR MY WILLYS OVERLAND CJ2A,"WET WILLY, 2 SIMILAR CONFIGURATIONS ARE UNACCEPTABLE. PULLED BECAUSE OF WET AND WILLY BUT A WET WILLY ISNT SEXUAL",N
6581,8THAN 18,2,SONS NAME,18 HITLER REFERENCE,N
9757,YARAK 1,3,"A SUPER-ALERT STATE WHERE THE BIRD IS HUNGRY, NOT WEAK, AND READY TO HUNT",YARAK IS DICK IN TURKISH,N
22504,HI SEC,D7,HENRY IVEY SECURITY,HIGH (Customers name is Henry Ivey),Y
19224,LORDV,1,MY NAMES IS VASILIOS AND I GO BY V. VASILIOS MEANS KING IN GREEK AND SO I CHOOSE LORD BECAUSE KING WAS UNAVAILABLE,"THE V COULD STAND FOR VAGINA, LORD VAGINA",N
7434,88 WOOF,7,NO MICRO,88-HITLER RELATED,N
16470,CALLRED,2,FIRST INITIAL AND LAST NAME,RED = GANG COLOR,Y
7077,NTBFW,3,"NOT TO BE F* WITH, TRADEMARK OWNED BY VEHICLE OWNER.",NOT TO BE FUCKED WITH,N
21916,XXXTHOR,1,THOR IS MY MIDDLE NAME AND IT HAS MEANING TO ME BECAUSE I AM ADOPTED AND IT IS MY BIRTH MOMS BROTHERS NAME.,"XXX=PORN,(ALSO NOT HIS MIDDLE NAME)",N
3190,1OGSEX3,1,MY VEHICLE IS A 1963 SS IMPALA,OG SEX,N
16979,BGDYRTY,1,BIG DIRTY - TRUCK,BIG DIRTY,N
12844,HOODOO9,6,A HOODOO IS A TALL THIN ROCK SPIRE.  HOODOOS ARE FOUND IN THE DESERT DRY HOT AREAS,THE D BLENDS IN WITH THE OS AND MAKES IT LOOK LIKE A LOOK ALIKE,Y
20728,888LI88,2,LAST NAME AND FAVORITE NUMBER,88 HITLER REFERENCE,N
8398,POLEDCR,1,POLE DANCER,POLE DANCER,Y
23280,SICEVOX,,NICE EVOLUTION 10,CAN NOT TRANSLATE,Y
15714,XHINGON,3,AWESOME (FROM ORIGINAL CRYSTAL IN 2014),"***THIS IS A DUPLICATE, ONLY SAY NO IF YOU WANT TO RECALL. THIS IS JUST FYI. CHINGON=BADASS IN SPANISH, WE USUALLY DENY",R
15209,TTMOT,1,ITS SOMETHING MY GRANDMOTHER USED TO SAY. IT MEANS TIGER TEMPER MOTHER OF TARZAN. SHE WOULD SAY IT TO ME WHEN I WAS LITTLE AND THROWING A TEMPER TANTUM.,TT AS IN BREAST,N
15030,SLIPN1R,,"SLEIPNIR -- ODENS 8 LEGGED HORSE, SIMPLY MEANING THAT MY TRUCK GOES ANYWHERE.",LOOKS LIKE SLIP IN HER,N
7335,9INERUP,2,FOOTBLL FAN. GO 49ERS,NINER UP,Y
142,7O7 PLUS,2,707 HORSEPOWER PLUS A LITTLE MORE,707 AREA CODE,Y
9741,4TNT,2,NO MICRO,TNT-EXPLOSIVES? THERE ARE SOME TNT PLATES OUT THERE,N
21381,PNT DRPA,1,"SLOGAN,SAYING","PANTY DROPPER, SEXUAL REFERENCE",N
5400,DAAM DNL,3,"DO ALL AROUND MINDFUL DEEDS, NEVER LESS",DAMN DANIEL,N
16718,SUN9988,2,"MY LAST NAME IS SUN, 9988 IS MY LUCY NUMBER","88, GANG REFERENCE",N
18470,922O7,6,DATE OF ANIVERSARY,ALL DIGITS,Y
16010,ROLN DTY,7D,ROLLING DIRTY,"ROLLING DIRTY, DRUG/GUN REFERENCE",N
4756,HLCTKLR,2,BECAUSE ITS A MUSTANG AND I USED TO HAVE A THING FOR THE HELLCAT BUT I LIKE THE MUSTANG BETTER SO I THOUGHT THIS WOULD BE KIND OF A COOL PLATE,HELLCAT KILLER,N
3677,BUMBAI,2,no micro,TAGOLOG SLANG FOR DARKER SKIN PEOPLE,Y
19475,PULLOVA,2,PULL OVER,PULL OVER,N
22915,DA$BLUD,2,THE BLUE ONE,BLUD = BLOOD?,N
6618,PSE BOW,1,PERSONAL SALES EXCUTIVE BOWLS AND COMPANY,PSE-PORN STAR EXPERIENCE  1748 UP 371 DOWN,N
23293,WOOSH AF,3,MY CAR MAKES A WOOSH MOISE BECAUSE ITS TURBO CHARGED,AS FUCK,N
8433,SLGN1NK,3?,family initials,"slinging ink? Not a look-alike, slinging can have a drug connotation…",Y
16077,YJ MUD,7D,YJ IS THE JEEP MODEL,DRUG REFERENCE,N
7841,PHUC 48,3,VIETNAMESE MALE NAME AND YEAR OF CAR,PHUC-FUCK,N
11459,EPOOT,3,ALIAS ON THE INTERNET,"POOT=FART, INAPPROPRIATE",N
10623,14CS 1O1,7,NO MICRO,14-HITLER,N
122,FUNKLFE,3,A TYPE OF MUSIC THAT ONE HAS GROWN UP WITH AND STILL FOLLOWS,LOOKS LIKE FUCK LIFE,Y
383,H8 NONE,7,NO MICRO,HATE NO ONE,N
7091,H$MEGRL,7,MY NICKNAME BECAUSE I LOVE BEING HOME,"HOME GIRL. HOMETOWN GIRL. NOT NORMALLY USED AS A GANG REFERENCE, BUT INTERNETSLANG SAYS IT CAN BE.",Y
15318,ANGY BEE,3,ANGY BEE FOR THE DODGE CHALANGER RUMBLE BEE TYPE,ANGRY BITCH?,Y
21818,13R3WSS,2,13 FOR BLAZER R3W FOR ANDREW R3W SS FOR SUPER SPORT,13 GANG REFERENCE,N
8646,CARTEL,2,"ITS FOR A 1947 CADILLAC, AND THE CAR CLUB NAME IS CADILLAC CARTEL CAR CLUB WE DO HOMELESS EVENTS",AS IN DRUG CARTEL,N
1257,IM12IN,1,THE SAYING STANDS FOR ME BEING A FAN OF FOOTBALL TEAM.,IM 12 INCHES? PENIS?,N
2863,DOGBARF,3,"WE HAVE A SERVICE ANIMAL, AND WORK WITH FOSTER ANIMALS AND TRYING TO FIND HOMES FOR RESCUED ANIMALS","BARF, REPULSIVE.",N
3386,JENL 13,2,"MY FIRST NAME AND LAST INITIAL, PLUS MY BIRTHDAY",13 GANG REFERENCE,N
10470,2 FUXGVN,3,NEPHEWS NUMBER AND LITTLE LEAGUE TEAM  NAME,TWO FUCKS GIVEN,N
18378,CHLE88,2,"CHLOE  IS MY DAUGHTERS NAME, IVE USE THE HEART SYMBOL FOR THE  O AND 88 IS MY LUCKY NUMBER","88, GANG REFERENCE",N
1718,FNPWRFL,3,FEAR NOT POWER FEAR LOVE,EFFIN POWERFUL,N
13224,JONESIN,7D,"OUR LAST NAME IS JONES, ITS FOR THE FAMILY VINTAGE BRONCO, THE JONESS ARE IN","AN EXTREME CRAVING, USUALLY FOR A DRUG. LAST NAME IS JONES.",N
22875,ROD LVRS,1,CAR LOVER,ROD LOVERS,N
20085,BLK HMER,"1,2",NICKNAME OF DISCEASED FRIEND,HAMMER CAN BE A PENIS OR A GUN. ALSO NO HUMMER ON ANI,N
23271,MICH 55,2,INITIALS FROM STATE I WAS BORN AND MY YEAR OF BIRTH,MITCH IS DEROGATORY MALE VERSION OG BITCH,Y
5691,DYCEKUP,1,I MANUFACTURE DICE CUPS,CAN NOT TRANSLATE,Y
10725,IAM1DAF,,I AM ONE DIRECTION ALWAYS AND FOREVER,I AM ONE DRUNK AS FUCK,N
12197,RS 231,3,NO MICRO,PULLED FOR RS WHICH CAN MEAN REAL SHIT,Y
17147,KXKXKKX,1,I HAD THIS LICENSE PLATE ON A BICYCLE WHEN I WAS A CHILD I WOULD LIKE TO HAVE IT ON MY VEHICLE,XXX=PORN,N
10106,BEAU 619,7,NO MICRO,619 AREA CODE,N
11271,STLGANG,2,PITTSBURGH STEELERS FOOTBALL FANS AND PLATE COLOR IS TEAM COLORS,PULLED FOR GANG,N
14507,HIYBALL,7D,THE TERM HIGH BALL IN THE RAILROAD  INDUSTRY MEANS GOOD TO GO.,"HI, DRUG REFERENCE. BALL, SEXUAL REFERENCE",N
14709,D2TW,2,DEAD TO THIS WORLD,DEATH TO THE WORLD OR DEAD TO THE WORLD,N
16705,9OOO,6,"4# PLATE , HAVE ALSO ORDERED 7001",ALL DIGITS,Y
3315,MINI 13,2,ITS FOR MY MINI COOPER AND 13 IS MY LUCKY NUMBER.,NO 2013 CAR 13=GANG NUMBER,N
11542,M8T MDGT,2,STRONG LITTLE MAN,MIDGET,N
9703,LUSCAKE,1,MY GRAND-DAUGHTER IS A BAKER AND RUNS A BUSINESS NAMED LUSCIOUS CAKES,CAKE=ASS,N
20402,MYTWNGZ,2,MIGHTY WINGS - A SONG FROM THE TOM CRUISE MOVIE TOP GUN,"LOOKS LIKE IT COULD BE MY TWIN GS, GANG REFERENCE",Y
7151,REDBONZ,7,REDBONE HOUND DOGS,RED-GANG,N
15797,LE SINGE,1,LE SINGE IS FRENCH FOR THE MONKEY - THIS IS A GIFT FOR MY WIFE WHO WAS BORN UNDER THE CHINESE ZODIAC SIGN OF THE MONKEY (AND 2016 IS YEAR OF THE MONKEY).,MONKEY,N
1249,PILUNGO,1,NICKNAME,COULDNT FIND ANYTHING ON WORD BUT GOOGLE IMAGES ON SOME OF THE PICTURES MANS PENIS,N
1370,MIKOC88,2,MICHAEL CASTRO 1988,88-HITLER,N
16224,MISTA88,2,MISTER 88 (88 IS RECIPIENTS BIRTH YEAR AND  LUCKY NUMBER),"88, GANG REFERENCE",M
4389,HELL SS,3,"THE LICENSE PLATES ARE FOR A CAMARO SS, SO THE SS IS TO REPRESENT THE CAR AND HELL IS SHORT FOR HELLA. TRAYING TO SAY THAT ITS HELLA FAST.",COULDNT VERIFY DODGE,Y
6747,3PRCTR,2,% REFERS TO THE ORIGINAL COLONISTS WHO OPPOSED BRITISH TYRANNY,"AN ANTI GOVERNMENT EXTREMIST MOVEMENT, 3 PERCENTER",N
15489,FEXTASY,7D,FINAL EDITION (FE) EVO AND XTASY IS THE NAME OF MY CAR.,"EXTASY, DRUG REFERENCE",N
121,D JERK,2,MY WIFE CALLS ME THAT ITS MY NICK NAME,LOOKS LIKE DA JERK,N
3780,DIAZ 88,2,NO MEANING ON QUICKWEB YET,"88=hate symbol, no 88 motorcycle",N
353,CARLEY8,1,NONE,"ATE, CUSTOMER NAME ISNT CARLEY",Y
7765,YHTYGRL,7,YACHT GIRL. LIKE BOATS,WHITEY GIRL.. COCAINE?,N
23431,SPRTN14,2,SPARTAN 2014,"14=HATE SYMBOL, NO 2014 CAR",N
10965,HEL TITI,"3, 1",KIDS NAME,"HELL, TITI=PENIS IN TAGALOG",N
18003,SQURL 13,2,SQUIRREL 13,"13=GANG, NO 2013 ON ANI",N
7832,J FN B,3,NO MICRO,FN-FUCKEN. J N B ARE FIST N LAST NAME INTIALS BUT FN IS NOT MIDDLE INTIALS,N
10866,TACO 157,1,NO MICRO,TACO-VAGINA,N
11723,1DOHCSI,5,REPRESENTS CAR ENGINE AND MODEL,CSI=CRIME SCENE INVESTIGATOR (POLICE),Y
22885,2BAKIDD,3,TO BE AUSTON KIDD,BA = BAD ASS?,N
3725,DBL TAP,2,NO MEANING ON QUICKWEB YET,"***this is a DUPLICATE** only say NO if you want to RECALL** double tap is two bullets in rapid succession, usu in the head; a kill shot. Customer is Confidential (FBI). Original T00 was in 2000",Y
796,JANET88,2,LUCKY NUMBER,88-HITLER,N
992,RIPIMP C,2,REST IN PEACE CHAD BUTLER,PIMP?,N
17638,4517OC2,6,I S THE ACTUAL PLATE,LOOK ALIKE,N
8275,FCK PRZ,3,"FCK IS THE SOCCER TEAM I PLAYED FOR IN GERMANY, FC KAISERSLAUTERN. PRZ IS THE COMPANY I CO-OWN (PERSCRIPTION ROOT ZONE) INTERNATIONAL SPORT TURF CONSULTING",FUCK,N
21731,88NLGNA,2,88 STEPSIDE,88 = HATE NUMBER(1988 CHEVY ON ANI),N
11716,PD LAW 1,5,PUBLIC DEFENSE LAW,PD=POLICE DEPT,N
4648,BLUJANE,2,FICTIONAL CHARACTER,BLUE,N
18726,LH8,2,CHINESE FOR GOOD LUCK,PULLED FOR H8 = HATE,Y
5853,1ST MSLE,2,1ST MUSCLE CAR,1ST MISSILE,N
16443,AFL PIES,1,FOOTBALL TEAM COLLINGWOOD FROM THE AUSTRALIAN FOOTBALL LEAGUE,PULLED FOR PIES,N
12966,88STLRS,2,STEELERS NUMBER 88,"88, GANG REFERENCE",N
22399,PELIA G,2,MY NEPHEW NAME,G AS IN GANGSTER THIS IS NOT THE CUSTOMER S INITIALS,N
3765,TIHSONO,3,NICK NAME,"OH, NO SHIT (BACKWARDS)",N
17300,DOT6K18,2,FAVORITE LETTERS AND NUMBERS,"18, GANG REFERENCE",N
18355,STUFU1,3,"STUFU IS ABBREVIATION FOR MY NAME, STUART FUJISAKI",THE FU COULD STAND FOR FUCK YOU,N
2727,#HATIN,2,FIVE HATS,STOP HATING,N
16628,BZQUEEN,3,BUSY QUEEN,BZ CAN STAND FOR BITCH,N
21824,9DOPE2,D7,IT MEANS COOL AND 92 FOR THE YEAR I WAS BORN,DOPE AS IN DRUGS,N
19209,FLADYZ,3,FAIRLADY Z,"THE F COULD STAND FOR FUCK, FUCK LADY Z",N
8063,BB II,2,BLACK BELT CHEVY II,BB LOOKS LIKE 88,N
18549,I FAP,,OFTEN USED TO SUGGEST THAT SOMETHING IS ATTRACTIVE.,FAP MASTURBATE,N
21337,GS 718,2,MY FIRST INITIALS - GS AND PORSCHE MODEL 718,"G, GANG REFERENCE",N
5831,OSX4EVA,1,I AM SYSTEMS ADMIN AND USE MAC OS X. IT IS A TRIBUTE TO THE NAME OF THE SOFTWARE.,OH SEX FORVER,N
19137,818PAPI,,IM EMPLOYED BY THE CITY OF LOS ANGELES IN THE SAN FERNANDO VALLEY AND I GO BY THE NAME OF PAPI.,818 AREA CODE,N
2322,BUNKEY G,2,BUNKEY IS MY NICKNAME. PEOPLE CALL ME BUNKEY GIRL,G AS IN GANGSTER,N
4771,BS RTIS,3,BUSINESS ARTIST,bullshit artist,N
6936,BROOD,2,MY DOGS AND CATS ARE MY BROOD,LOOKS LIKE BROAD,Y
