index,plate,review_reason_code,customer_meaning,reviewer_comments,status,valid,meaning
17147,KXKXKKX,1,I HAD THIS LICENSE PLATE ON A BICYCLE WHEN I WAS A CHILD I WOULD LIKE TO HAVE IT ON MY VEHICLE,XXX=PORN AND KKK,N,2,XXX=PORN AND KKK
14507,HIYBALL,7D,THE TERM HIGH BALL IN THE RAILROAD  INDUSTRY MEANS GOOD TO GO.,HIBALL = DRUG,N,2,HIBALL = DRUG
14709,D2TW,2,DEAD TO THIS WORLD,DEAD TO THIS WORLD OR DEATH TO THE WORLD,N,2,DEAD TO THIS WORLD OR DEATH TO THE WORLD
11542,M8T MDGT,2,STRONG LITTLE MAN,MIGHTY MIDGET,N,3,STRONG LITTLE MAN MIGHTY MIDGET
20402,MYTWNGZ,2,MIGHTY WINGS,"LOOKS LIKE IT COULD BE MY TWIN GS, GANG REFERENCE",Y,1,MIGHTY WINGS
7151,REDBONZ,7,REDBONE HOUND DOGS,RED-GANG,N,1,REDBONE HOUND DOGS
15797,LE SINGE,1,LE SINGE IS FRENCH FOR THE MONKEY,MONKEY,N,1,LE SINGE IS FRENCH FOR THE MONKEY
6747,3PRCTR,2,3 PERCENTER REFERS TO THE ORIGINAL COLONISTS WHO OPPOSED BRITISH TYRANNY,"AN ANTI GOVERNMENT EXTREMIST MOVEMENT, 3 PERCENTER",N,1,3 PERCENTER REFERS TO THE ORIGINAL COLONISTS WHO OPPOSED BRITISH TYRANNY
15489,FEXTASY,7D,FINAL EDITION (FE) EVO AND XTASY IS THE NAME OF MY CAR.,"EXTASY, DRUG REFERENCE",N,2,"EXTASY, DRUG REFERENCE"
121,D JERK,2,MY WIFE CALLS ME THAT ITS MY NICK NAME,THE(DA) JERK,N,2,THE(DA) JERK
7765,YHTYGRL,7,YACHT GIRL(LIKE BOATS),OR WHITE GIRL,N,3,YACHT GIRL(LIKE BOATS) OR WHITE GIRL
23431,SPRTN14,2,SPARTAN 2014,14=HATE SYMBOL,N,3,SPARTAN 2014 14=HATE SYMBOL
10965,HEL TITI,"3, 1",KIDS NAME,"HELL, TITI=PENIS IN TAGALOG",N,2,"HELL, TITI=PENIS IN TAGALOG"
22885,2BAKIDD,3,TO BE AUSTON KIDD,2 BAD ASS KID(S),N,2,2 BAD ASS KID(S)
3725,DBL TAP,2,"DOBULE TAP, GUN REFEREMNCE","***this is a DUPLICATE** only say NO if you want to RECALL** double tap is two bullets in rapid succession, usu in the head; a kill shot. Customer is Confidential (FBI). Original T00 was in 2000",Y,1,"DOBULE TAP, GUN REFEREMNCE"
992,RIPIMP C,2,REST IN PEACE CHAD BUTLER,RIP(REST IN PEACE) PIMP C,N,2,RIP(REST IN PEACE) PIMP C
8275,FCK PRZ,3,"FCK IS THE SOCCER TEAM I PLAYED FOR IN GERMANY, FC KAISERSLAUTERN. PRZ IS THE COMPANY I CO-OWN (PERSCRIPTION ROOT ZONE) INTERNATIONAL SPORT TURF CONSULTING",FUCK (PRESIDENT?),N,2,FUCK (PRESIDENT?)
4648,BLUJANE,2,FICTIONAL CHARACTER,BLUE JANE,N,2,BLUE JANE
5853,1ST MSLE,2,1ST MUSCLE CAR,OR 1ST MISSILE,N,3,1ST MUSCLE CAR OR 1ST MISSILE
3765,TIHSONO,3,NICK NAME,"OH, NO SHIT (BACKWARDS)",N,2,"OH, NO SHIT (BACKWARDS)"
18355,STUFU1,3,"STUFU IS ABBREVIATION FOR MY NAME, STUART FUJISAKI",STU=STUPID FU=FUCK,N,2,STU=STUPID FU=FUCK
2727,#HATIN,2,FIVE HATS,STOP HATING,N,2,STOP HATING
16628,BZQUEEN,3,BUSY QUEEN,BZ CAN STAND FOR BITCH,N,3,BUSY QUEEN BZ CAN STAND FOR BITCH
18549,I FAP,,OFTEN USED TO SUGGEST THAT SOMETHING IS ATTRACTIVE.,I FAP(MASTURBATE),N,2,I FAP(MASTURBATE)
5831,OSX4EVA,1,I AM SYSTEMS ADMIN AND USE MAC OS X. IT IS A TRIBUTE TO THE NAME OF THE SOFTWARE.,O(ORAL) SEX FORVER,N,2,O(ORAL) SEX FORVER
2322,BUNKEY G,2,BUNKEY GIRL,OR BUNKY GANSTER,N,3,BUNKEY GIRL OR BUNKY GANSTER
4771,BS RTIS,3,BUSINESS ARTIST,OR bullshit artist,N,3,BUSINESS ARTIST OR bullshit artist
6936,BROOD,2,BROOD AS IN FAMILY,LOOKS LIKE BROAD,Y,1,BROOD AS IN FAMILY
16913,DRGN SHT,2,DRAGGING SHIT,DRAGGIN SHIT,N,1,DRAGGING SHIT
273,GUN ACE,2,MY CHILDRENS NAMES: GUNTHER AND ACE,GUN ACE(MASTER),N,2,GUN ACE(MASTER)
21313,DEDS3C5,2,REFERENCE TO A VIDEO GAME HACKER GROUP,DEAD SEC,Y,3,REFERENCE TO A VIDEO GAME HACKER GROUP DEAD SEC
54,C4 MILES,7,SEE FOR MILES,SEE FOR MILESâ€¦ C4-BOMB,N,1,SEE FOR MILES
8920,MALIBLU,2,CAR IS A BLUE CHEVROLET MALIBU,MALIBU BLUE,Y,2,MALIBU BLUE
2836,#54 HATN,2,HI FIVE FOR HATING,HATING,N,1,HI FIVE FOR HATING
9048,8B8B88B,7,STAR WARS REFERENCE. THE NEW CUTE BB8 DROID,MAYBE 88-HITLER?,N,3,STAR WARS REFERENCE. THE NEW CUTE BB8 DROID MAYBE 88-HITLER?
14419,FUC FRD,3,INTIALS OF WHERE GREW UP,FUCK FORD(?),N,2,FUCK FORD(?)
13187,213 RAMZ,2,[AREA CODE] LOS ANGELES RAMS,213 AREA CODE,Y,1,[AREA CODE] LOS ANGELES RAMS
5444,CHOCHES,2,CHILD HOOD NICK NAME GIVEN BY OLDEST SISTER,MEXICAN SLANG FOR CAR,N,2,MEXICAN SLANG FOR CAR
11282,DANKM3,D,I HAVE A GERMAN CAR AND DANK IS GERMAN FOR THANK YOU,DANK=COOL OR DRUG REFERENCE,N,2,DANK=COOL OR DRUG REFERENCE
12692,UCM CATZ,1,"University of California, Merced BOBCATS","customer is in Sacramento but UCM could be UC Merced whose mascot is a bobcat, pulled for cat=pussy (UCM CATS isnt out there yet)",Y,1,"University of California, Merced BOBCATS"
837,4FSAKES,3,"FOR FAMILY SAKES, FAMILY IS EVERYTHING",FOR FUCKS SAKE,N,2,FOR FUCKS SAKE
3261,POOP KNG,3,POOP BAGS MANUFACTURER,POOP KING,N,2,POOP KING
16021,THUGGER,2,YOUNG THUG IS MY FAVORITE PERSON,THUGGER,N,2,THUGGER
21494,ROOOOLL,7D,"SUSHI ROLL, FOOD THAT I LOVE AND IS REPRESENTATIVE OF THE STATES GASTRONOMY, AND ALSO REFERS TO A ROAD TRIP THROUGH THE STATE",ROLL,Y,2,ROLL
9889,H8BOGEY,2,GOLF RELATED PHRASE,HATE BOGEY(GOLF),N,2,HATE BOGEY(GOLF)
17958,831LIFE,2,LIVING LIFE IN SALINAS AREA CODE,831=SALINAS AREA CODE,N,1,LIVING LIFE IN SALINAS AREA CODE
3990,DRGN ASZ,3,NO MICRO,DRAGGIN ASS,N,2,DRAGGIN ASS
11708,FYOU95 1,3,FAMILY INITIALS,FUCK YOU,N,2,FUCK YOU
9923,4SHOGUN,2,FOR SURE GUN,GUN,N,1,FOR SURE GUN
1698,GYPSY45,2,MY ETHNICY AND ZIP CODE OF DEPARTEMENT OF FRANCE WHEN I WAS THERE,GYPSY 45=gun CALIBER,N,2,GYPSY 45=gun CALIBER
9164,KTTYL$R,1,KITTY (CAT) LOVER,OR KITTY=PUSSY LOVER,N,3,KITTY (CAT) LOVER OR KITTY=PUSSY LOVER
17345,TNTNSON,2,FAMILY NAME,"TNT N SON, WEAPON REFERENCE",N,2,"TNT N SON, WEAPON REFERENCE"
19581,I PLA 18,2,IM A GOLFER AND I PLAY 18 HOLES OF GOLF,18=HATE SYMBOL?,N,3,IM A GOLFER AND I PLAY 18 HOLES OF GOLF 18=HATE SYMBOL?
4781,F DUQUE,3,FAMILY NAME,F=FUCK DUQUE,N,2,F=FUCK DUQUE
12428,MOBXFOE,,MOBILITY FOREVER. MEANING ALWAYS ON THE ROAD LEARNING NEW THINGS,MOB FOR EVER,N,2,MOB FOR EVER
12214,ETAHDCK,2,EVERY TIME ANYTHINGS HARD DONT COME KNOCKING,EAT A DICK,N,2,EAT A DICK
23063,MSSK2BU,2,MUST SUCK TO BE YOU,SUCK,N,1,MUST SUCK TO BE YOU
7683,831 ROVR,7,AREA CODE AND CAR TYPE(ROVER),831 CUSTOMERS AREA CODE,N,1,AREA CODE AND CAR TYPE(ROVER)
10431,MI COCO,3,MY CHOCOLATE,COCO CAN MEAN COCAINE,N,3,MY CHOCOLATE COCO CAN MEAN COCAINE
11667,HUUKRUP,1,HOOK HER UP,HOOKER OR HOOK HER UP,N,1,HOOK HER UP
18687,BRNHLD,,short for brunhilde name of the bike (VALKYRE),CAN NOT TRANSLATE,Y,1,short for brunhilde name of the bike (VALKYRE)
12078,BBNGA,2,CHILDS NICKNAME,LOOKS LIKE BB NIGGA,N,2,LOOKS LIKE BB NIGGA
4484,EFUU,3,ERIC FU,E(HEY?) FUCK YOU,N,2,E(HEY?) FUCK YOU
20003,WITHAZZ,3,GONZALEZ IS LAST NAME. TWO ZZ NOT AN S,LOOKS LIKE WITH ASS,N,2,LOOKS LIKE WITH ASS
3526,MINI AF,3,I DRIVE A MINI COOPER AND I SUPPORT THE AIR FORCE (I DO A LOT OF WORK FOR THEM AND I AM CLOSE TO A LOT OF AIRMEN),MINI AS FUCK,N,2,MINI AS FUCK
18419,ICUCAR,2,EYE SEE YOU CAR,OR ICU(INTENSIVE CARE UNIT) CAR,Y,3,EYE SEE YOU CAR OR ICU(INTENSIVE CARE UNIT) CAR
8062,BANG OUT,1,BANG OUT,SEXUAL TERM,N,1,BANG OUT
17104,KUZURUG,2,IT SI OUR COMPANY NAME KUZURUG.COM KUZU MEANS LAMB IN TURKISH,CAUSE YOURE UGLY,N,1,IT SI OUR COMPANY NAME KUZURUG.COM KUZU MEANS LAMB IN TURKISH
14989,DONTH81,,DON’T HATE,DONâ€™T HATE ONE,N,1,DON’T HATE
1680,LUCKYO2,3,LUCK YOU TOO,luck you too=fuck you too?,Y,2,luck you too=fuck you too?
18023,BADASMM,3,BAD ASS MOM,BAD ASS,N,1,BAD ASS MOM
19229,MT714,2,"MATTHEW 7:14- BECAUSE SMALL IS THE GATE AND NARROW IS THE ROAD THAT LEADS TO LIFE, AND ONLY A FEW FIND IT.",AREA CODE,N,1,"MATTHEW 7:14- BECAUSE SMALL IS THE GATE AND NARROW IS THE ROAD THAT LEADS TO LIFE, AND ONLY A FEW FIND IT."
12257,PINKEEE,2,PINKY NICKNAME,VAGINA REFERENCE,Y,3,PINKY NICKNAME VAGINA REFERENCE
16783,TURBOGS,2,TURBO [CAR NAME],"G, GANG REFERENCE",Y,1,TURBO [CAR NAME]
22166,CZE DOA,7D,HOMETOWN IN EUROPE,CAUSE/COUS(IN)? DOA=DEAD ON ARRIVAL,N,2,CAUSE/COUS(IN)? DOA=DEAD ON ARRIVAL
10846,88 FORD,7,1988 FORD TRUCK,88-HITLER RELATED. DOES HAVE A 88 REGISTERED,Y,1,1988 FORD TRUCK
6718,TOY  14,2,TOY = TOYOTA 14 = 2014,HAS 2014 TOYOTA,Y,1,TOY = TOYOTA 14 = 2014
12179,I WAS 14,2,I WAS 14 YEARS OLD,14 = HATE NUMBER?,N,3,I WAS 14 YEARS OLD 14 = HATE NUMBER?
20962,CAKEWRX,1,CAKE(BAKERY) WORK,CAKE=ASS?,N,3,CAKE(BAKERY) WORK CAKE=ASS?
3776,8O8 ADCT,2,ADDICTED TO 808S (MUSIC),"808=HAWAII AREA CODE OR DRUMS, PULLED FOR ADDICT",N,1,ADDICTED TO 808S (MUSIC)
16111,CUMN QCK,,CUMMINS MOTOR FAN,CUMMING QUICK,N,2,CUMMING QUICK
5054,YAAR BMB,2,IT MEANS ME AND MY FRIENDS ARE GREA.,YOURE bomb(COOL),N,2,YOURE bomb(COOL)
807,D MOBSTA,7,ONLINE ID OF GAMING CONSOLE PLAYSTATION NETWORK ACCOUNT DAVIDTHEMOBSTA,MOBSTER,N,2,MOBSTER
13774,RDNCKRV,4,RED NECK RV,REDNECK,N,1,RED NECK RV
13447,BABYKO,3,MY BABY IN TAGALOG,"BABY KNOCK OUT, COULD BE OFFENSIVE",N,1,MY BABY IN TAGALOG
17276,SHH H8RZ,2,SILENT TO THE CRITICS,SHUSH HATERS,N,2,SHUSH HATERS
7540,BOBSICL,1,BOB-BISYCLE OR BOB-MOTORCYCLE,BOB BICYCLE? RIDE BOB?,N,1,BOB-BISYCLE OR BOB-MOTORCYCLE
23098,DTARD15,2,DTARD15,RETARD,N,2,RETARD
419,3O INCHR,1,30 INCHER,POTENTIALLY SEXUAL,N,3,30 INCHER POTENTIALLY SEXUAL
19006,KITTY UP,1,I AM A CAT BREEDER,KITTY=PUSSY? UP,N,3,I AM A CAT BREEDER KITTY=PUSSY? UP
7768,KLRMULE,2,KLR IS THE TYPE OF MOTORCYCLE. MULE BECAUSE IT WORKS LIKE A MULE,KILLER,N,1,KLR IS THE TYPE OF MOTORCYCLE. MULE BECAUSE IT WORKS LIKE A MULE
10358,JOY TOY,1,FUN CAR TO DRIVE,JOY(RIDE) TOY ,N,2,JOY(RIDE) TOY 
18732,MTNCAT1,1,MOUNTAINCAT,PULLED FOR CAT,Y,1,MOUNTAINCAT
7257,BAAAWSS,1,IM THE OWNER OF MY BUSINESS,BALLS,N,2,BALLS
13952,BLUGOLD,,COLORS OF CALIFORNIA HIGHWAY PATROL OF WHICH INAM AN EMPLOYEE,BLUE GOLD,Y,2,BLUE GOLD
4974,H8JOKER,2,I HATE THE JOKER BECAUSE I AM BATMAN,HATE JOKER(CHARACTER),N,2,HATE JOKER(CHARACTER)
19611,FH8CNCR,2,FAMILY HAS LOST 8 FAMILY MEMBERS TO CANCER ILLNESSES.,FUCKING HATE CANCER,N,2,FUCKING HATE CANCER
7740,JSTHETP,1,JUSTIN THE TOP. TECH AT MY WORK,JUST THE TIP,N,2,JUST THE TIP
10352,PSYC,1,PSYCHOLOGY,PSY-PUSSY?,Y,1,PSYCHOLOGY
2905,TOPMAN,1,TOP MAN,TOP can have sexual connotations,N,1,TOP MAN
8005,LXIXSTR,1,LEXI IS MY WIFE AND SHE IS A SURVIVOR SO THE STR INDICATES STRENGTH,LXIX=69 STAR,N,2,LXIX=69 STAR
8416,FIEND,3,FIEND,can have a drug connotation,Y,1,FIEND
10267,FYR PMP,1,FIRE PUMP,FIRE FIGHTER PLATEâ€¦ FIRE PIMP,N,1,FIRE PUMP
19208,FIREOPS,7D,FIREFIGHTING OPERATIONS,FIRE CAN BE A WORD TO DESCRIBE MARIJUANA,Y,1,FIREFIGHTING OPERATIONS
2805,FIFONIT,D,FIVE (DOLLARS) ON IT,GAMBLING?,N,3,FIVE (DOLLARS) ON IT GAMBLING?
20101,CALI 4O8,2,CALIFORNIA [AREA CODE],408 area code - San Jose,N,1,CALIFORNIA [AREA CODE]
8924,SNO TACO,1,SNOW TACOMA(CAR),TACO,N,1,SNOW TACOMA(CAR)
8934,BLUOVRU,2,BLUE ON ROOF (OF CAR),BLUE,N,1,BLUE ON ROOF (OF CAR)
1973,I AM OG,7,"MY DOG RECENTLY PASSED AWAY, HIS INTIALS ARE OG, FOR OREAO GAVIRIA.",I AM OG-ORIGINAL GANGSTER,N,2,I AM OG-ORIGINAL GANGSTER
18833,48BOMBR,2,1948 CHEVY BOMBER,"BOMBER, WEAPON REFERENCE",Y,1,1948 CHEVY BOMBER
4390,H8EVRY1,2,MY PARENTS USED TO CALL ME LITTLE HATER WHEN I WAS LITTLE. ALWAYS WANTED A LICENSE PLATE OF IT. FINALLY THOUGHT OF THIS ONE AND ITS AVAILABLE.,HATE EVERYONE,N,2,HATE EVERYONE
20022,2121,6,21 SAVAGE (RAPPER),ALL DIGITS,Y,1,21 SAVAGE (RAPPER)
6420,UTOO PID,7,NO MICRO,YOU STUPID,N,2,YOU STUPID
22201,14UVS19,2,"HERES ONE FOR YOU, NINETEEN FOR ME (SONG LYRIC)",14=GANG,N,1,"HERES ONE FOR YOU, NINETEEN FOR ME (SONG LYRIC)"
4576,TNTSPRT,2,TROY AND TERRI SPORT,tnt=EXPLOSIVE SPORT/SPRINTER,N,2,tnt=EXPLOSIVE SPORT/SPRINTER
9772,DAMNRAT,3,DAMN RAT,DAMN?,N,1,DAMN RAT
3610,PORKER,2,ITS MY PORSHCES NICKNAME. PORSCHE = PORKER,PORKER=OBESE,N,2,PORKER=OBESE
14006,BOGAN4U,2,BOGANVILLIA FLOWERS FOR YOU,BOGAN(INSULT)\ FOR YOU,N,2,BOGAN(INSULT)\ FOR YOU
15705,RLAFTY,7D,MOTORCYCLE IS A HARLEY DAVIDSON FATBOY  ROLLING A FATBOY,"ROLL A FATTY, DRUG REFERENCE",N,2,"ROLL A FATTY, DRUG REFERENCE"
19924,GET HYE,7D,I OWN A 4X4 TRUCK I CUSTOM LIFTED TO LOOK HIGH OFF THE GROUND.,"GET HIGH, DRUG REFERENCE ",N,2,"GET HIGH, DRUG REFERENCE "
8739,LVH8ERS,7,I LOVE HATERS,HATERS,N,1,I LOVE HATERS
13036,IMAGOON,2,"JUST MEANS IM A GOON, I HAVE A GOOFY PERSONALITY",I'M A GOON,N,2,I'M A GOON
6726,1955XXX,1,YEAR OF THE CAR,1955 XXX=PORN,N,2,1955 XXX=PORN
17187,CYNCATS,1,CANYON CATS,cats=pussies,Y,1,CANYON CATS
8089,CUCHIE,1,MY WIFES NAME AND IT WILL BE FOR HER CAR,CUCHIE=VAGINA,N,2,CUCHIE=VAGINA
11660,CARSLUT,1,HUMOR,CAR SLUT,N,2,CAR SLUT
17579,RTD5O,5,RETIRED OFFICER(FIVE-0),"5O, POLICE REFERENCE",N,1,RETIRED OFFICER(FIVE-0)
4698,SWISHRR,D,SWISHER=CIGAR,POSSIBLE BLUNT MARIJUANA WRAP,N,3,SWISHER=CIGAR POSSIBLE BLUNT MARIJUANA WRAP
431,RAM YOU,1,DODGE RAM FOR YOU,RAM YOU (SEXUAL?),N,2,RAM YOU (SEXUAL?)
18336,MJANE,7D,"TRUCK NAME, MARY JANE",MARY JANE=MARIJUANA,N,2,MARY JANE=MARIJUANA
19483,BLACKAF,2,BLACK AND FAST,BLACK AS FUCK,N,2,BLACK AS FUCK
4281,MN KILLA,2,NATIVE AMERICAN LAST NAME.,MAN KILLER,N,2,MAN KILLER
21700,LIT 5OH,7D,MY CAR IS ON FIRE AS IN COOL AND IT HAS AN ENGINE DISPLACEMENT OF 5.0 LITERS,LIT FIVE-OH(POLICE REFERENCE),N,2,LIT FIVE-OH(POLICE REFERENCE)
21276,$TREEES,7D,LOVE TREES,MONEY TREES,N,2,MONEY TREES
9313,UB2JLS,2,YOU BE(ARE) TOO JEALOUS,YOU BE TO JEALOUS,N,1,YOU BE(ARE) TOO JEALOUS
6685,BLACKOP,5,BLACK OPERATIONS(MILITARY),BLACK OPS=SECRET MISSION CARRIED OUT BY A MILITARY ORGANIZATION,Y,1,BLACK OPERATIONS(MILITARY)
11340,TRDS/WRX,D,TIME AND RELATIVE DIMENSIONS IN SPACE(TV REFERENCE),OR TURDS WORKS,N,3,TIME AND RELATIVE DIMENSIONS IN SPACE(TV REFERENCE) OR TURDS WORKS
2108,ST8 OG,2,STRAIGHT OG,OG=ORIGINAL GANGSTER,N,3,STRAIGHT OG OG=ORIGINAL GANGSTER
5191,H8 TTUN,2,THAT TEAM UP NORTH,HATE THAT TEAM UP NORTH (MICHIGAN REFERED BY OHIO STATE FANS),N,2,HATE THAT TEAM UP NORTH (MICHIGAN REFERED BY OHIO STATE FANS)
10767,RVRRED,2,RIVER RED,RED,N,1,RIVER RED
694,THUGNMD,2,THE UGLY NOMAD,THUGGIN MAD?,N,3,THE UGLY NOMAD THUGGIN MAD?
91,2BG NUGZ,7,TWO BIG NUGS. TWO BIG BRAINS. MY TWIN DAUGHTERS BOTH SKIPPED 8TH GRADE.,TWO BIG NUGS-WEED(BALLS?),N,2,TWO BIG NUGS-WEED(BALLS?)
10632,BAC DOR,1,LAST ONE IN LINE,BACK DOOR(SEXUAL?),N,2,BACK DOOR(SEXUAL?)
8737,BICHASS,3,NO MEANING,BITCH ASS,N,2,BITCH ASS
10675,NO PLN B,1,NO PLAN B,PLAN B IN BOTH CASES MEANS ALTERNATIVE ..OPTION.. BUT COULD MEAN BIRTH CONTROL OR COULD MEAN ANOTHER OPTION,Y,1,NO PLAN B
18000,SIG X,2,SIGMA CHI (FRATERNITY),SIG SAUER X-SERIES,N,1,SIGMA CHI (FRATERNITY)
8504,STONER,7,A DEVICE FOR REMOVING STONES FROM FRUIT,STONER=PERSON WHO SMOKES MARIJUANA,N,2,STONER=PERSON WHO SMOKES MARIJUANA
7368,OH 5H1T,3,perfect plate for my crazy looking 24 t bucket project car,OH SHIT,N,2,OH SHIT
15711,AUDZNTZ,3,AUDIENCE,"AWW, DEEZ NUTS",N,2,"AWW, DEEZ NUTS"
13464,HOP2BCH,3,OUR LAST NAME IS HOPP AND WE LIVE ON  STAIRS TO THE BEACH,HOP TO BITCH,N,2,HOP TO BITCH
18002,SIX GUN,2,MOVIE TITLE,SIX GUN,N,2,SIX GUN
22114,LIL RCKT,1,LITTLE ROCKET (AS IS ROCKETSHIP),SOUNDS LIKE A SEXUAL REFERENCE TO ME,Y,1,LITTLE ROCKET (AS IS ROCKETSHIP)
10836,SMKWEED,7,SMOKE WEED,SMOKE WEED/MARIJUANA,N,2,SMOKE WEED/MARIJUANA
7400,RED DAWN,2,RED DAWN,RED=GANG COLOR,Y,1,RED DAWN
3908,BCH LUV,2,BEACH LOVE,BITCH LOVE,Y,3,BEACH LOVE BITCH LOVE
10028,WTFLOCK,3,FLOCK OF BIRDS,WTF LOCK(?),N,2,WTF LOCK(?)
13318,DUKHNNT,2,DUCK HUNT (GAME),"HUNT, WEAPONG REFERENCE",Y,1,DUCK HUNT (GAME)
16940,RVSDCAT,1,RIVERSIDE CAT,PULLED FOR CAT,Y,1,RIVERSIDE CAT
2186,XPCTOPM,,EXPECTO PATRONUM (MOVIE REFERENCE),EXPECT OPIUM,N,1,EXPECTO PATRONUM (MOVIE REFERENCE)
2000,WCKD M3,7,WICKED(COOL),NO BMW. WCKDME IS CURRENT?,N,1,WICKED(COOL)
4061,R2 VAPE,D,R2 VAPE IS MY COMPANY R2 DISTRIBUTION INC,VAPE,N,2,VAPE
10001,POPS 5O,5,FATHER OR,5-0 =POLICE,N,3,FATHER OR 5-0 =POLICE
15255,MACHN G,2,"MACH IS FORMACH 1 MUSTANG, N IS AND, G IS FOR MY FIRST NAME GERALDO",MACHINE GUN,N,2,MACHINE GUN
16403,SCDK,1,INITIALS OF A SPECIAL PERSON,SUCK DICK,N,2,SUCK DICK
19945,LILMEOW,1,MY CARS NICKNAME,LITTLE MEOW,Y,2,LITTLE MEOW
11902,KLLER B,2,KILLER B(TYPE OF MOTOR),KILLER BLOOD,N,1,KILLER B(TYPE OF MOTOR)
18794,HAHABIH,3,MY DOGS NAME,HAHA BIH=BITCH,N,2,HAHA BIH=BITCH
12096,BLUER2,2,BLUE R2-D2 (CHARACTER),"BLUE, GANG REFERENCE",Y,1,BLUE R2-D2 (CHARACTER)
15499,GRAMYWD,1,GRANDMA WOOD,"WOOD, SEXUAL",N,1,GRANDMA WOOD
3761,TACOMOB,"1, 2",TACO MOB,"TACO=FEMALE ANATOMY, MOB=ORGANIZED CRIME, MONEY OVER BITCHES OR MEMBER OF BLOODS",N,1,TACO MOB
5477,2017 GT,6,2017 FORD GT,LOOK A LIKE,N,1,2017 FORD GT
4772,BTFD 15,3,BUDS TOGETHER FUN AND DISAPPOINTMENT. ITS TO HONOR MY BEST FRIEND WHO PASSED AWAY LAST YEAR FROM A MOTORCYCLE CRASH. THIS IS OUR SAYING AND 15 IS THE YEAR HE PASSED,BEAR THE FUCK DOWN (PHRASE),N,2,BEAR THE FUCK DOWN (PHRASE)
11265,SCUMMYY,2,NICKNAME,SCUMMY,Y,2,SCUMMY
18937,AF FAMLY,3,AIR FORCE FAMILY,OR AF = AS FUCK FAMILY,Y,3,AIR FORCE FAMILY OR AF = AS FUCK FAMILY
13396,TAIFTR,2,TIE FIGHTER FROM STAR WARS,"FIGHTER, COULD BE TAKEN AS HOSTILE",N,1,TIE FIGHTER FROM STAR WARS
14002,BB HEAD,1,FIST WORD OF MY SON WHEN HE WAS BABY,HEAD=SEXUAL,N,2,HEAD=SEXUAL
12458,USAGA,,USA GREAT AGAIN,"G, GANG REFERENCE",Y,1,USA GREAT AGAIN
4540,AFEEM,D,NOT ON QUICKWEB YET,ANOTHER NAME FOR OPIUM,N,2,ANOTHER NAME FOR OPIUM
19283,BNHUNTN,2,BEEN HUNTING,"HUNTING, HOSTILE",Y,1,BEEN HUNTING
10038,69 BOTCH,3,NICKNAME,69(SEXUAL) BOTCH=BITCH,N,2,69(SEXUAL) BOTCH=BITCH
2073,FAASS,3,MY DOGS NAME,FAT ASS,N,2,FAT ASS
4027,CHN SMKG,2,"IT MEANS CHAIN SMOKING, MY FRIENDS MAKE FUN OF ME, I LOVE CIGARS",CHAIN SMOKING,N,2,CHAIN SMOKING
23184,OSPRREY,2,OSPREY(BIRD),"PREY, SOME MAY FIND HOSTILE",Y,1,OSPREY(BIRD)
19301,KILABMR,2,KILLA(KILLER/COOL) BEAMER,"KILLA, HOSTILE",N,1,KILLA(KILLER/COOL) BEAMER
64,LYFISHT,3,LIFE IS SHORT,OR LIFE IS SHIT,N,3,LIFE IS SHORT OR LIFE IS SHIT
13097,KCKROCS,2,KICK ROCKS,PHRASE MEANING GET OUT OF HERE,Y,3,KICK ROCKS PHRASE MEANING GET OUT OF HERE
4794,NUQ 1724,2,NOT ON QUICKWEB YET,NUKE 1724,N,2,NUKE 1724
13215,FKNBDAZ,3,FRANKLIN MOTORS IN BULLHEAD ARIZONA. ITS WHERE IM FROM AND WHERE MY CAR WAS BUILT. I AM REPRESENTING THEM OUT IN HERE IN CALIFORNIA,FUCKING BADASS,N,2,FUCKING BADASS
16666,O61541L,6,NAME AND BIRTH,LOOK ALIKE,N,1,NAME AND BIRTH
11195,SIG 9MM,,SIMPLE IS GOOD REMEMBERING 9 MILLION  MOTHERS,9MM GUN,N,2,9MM GUN
19354,ACMPLCE,2,ACCOMPLICE,PERSON WHO HELPS ANOTHER COMMIT A CRIME,Y,1,ACCOMPLICE
6797,SALTYAF,3,I LOVE SALTY FOOD AND AF IS MY FRIENDS INITIALS,SALTY AS FUCK,N,2,SALTY AS FUCK
19751,IBNUTTY,1,I BE NUTTY,"NUT, SEXUAL",Y,1,I BE NUTTY
484,H77 GATO,1,SPANISH CAT,GATO MEANS CAT,N,1,SPANISH CAT
18256,DIDIER C,1,NAME,SEXUAL?,Y,1,NAME
5159,BOM 1,2,BRETHREN OF THE MARGARITA,BOMB,N,2,BOMB
17231,MYOUIJA,2,OUIJA(BOARD GAME),"OUIJA, HOSTILE",Y,1,OUIJA(BOARD GAME)
2984,FXR4GVN,3,IT MEANS THAT THIS VEHICLE IS BLESSED,FUCKS ARE FORGIVEN,N,2,FUCKS ARE FORGIVEN
6438,PEENT,1,peanut m,OR peen=penis,N,3,peanut m OR peen=penis
20602,MRDABZ,7D,CAM NEWTON DABS,MISTER DABS(DRUG REFERENCE),N,2,MISTER DABS(DRUG REFERENCE)
19431,BULLYOU,2,BULLY YOU,"BULLY YOU, HOSTILE",N,1,BULLY YOU
18083,BSDAN,,BODY SHOP DAN. I MANAGE A BODY SHOP,BULLSHIT DAN,N,2,BULLSHIT DAN
18118,NUT ONE,,GOLF SHOT,NUT ONE,N,2,NUT ONE
